,MatchID,Season,MatchWeek,Date,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,Referee,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamRedCards
3975,2003-2004_Liverpool_Bolton,2003-2004,17,2003-12-26,Liverpool,Bolton,3,1,H,J Winter,10.0,18.0,0.0,2.0,0.0,0.0
3976,2003-2004_Man United_Everton,2003-2004,17,2003-12-26,Man United,Everton,3,2,H,M Dean,8.0,10.0,0.0,2.0,0.0,0.0
3977,2003-2004_Portsmouth_Tottenham,2003-2004,17,2003-12-26,Portsmouth,Tottenham,2,0,H,S Dunn,10.0,10.0,1.0,1.0,0.0,0.0
3978,2003-2004_Aston Villa_Fulham,2003-2004,18,2003-12-28,Aston Villa,Fulham,3,0,H,B Knight,17.0,7.0,0.0,0.0,0.0,0.0
3979,2003-2004_Bolton_Leicester,2003-2004,18,2003-12-28,Bolton,Leicester,2,2,D,N Barry,16.0,17.0,1.0,2.0,0.0,0.0
3980,2003-2004_Chelsea_Portsmouth,2003-2004,18,2003-12-28,Chelsea,Portsmouth,3,0,H,G Barber,8.0,14.0,0.0,0.0,0.0,0.0
3981,2003-2004_Everton_Birmingham,2003-2004,18,2003-12-28,Everton,Birmingham,1,0,H,R Styles,7.0,13.0,0.0,0.0,0.0,0.0
3982,2003-2004_Man City_Liverpool,2003-2004,18,2003-12-28,Man City,Liverpool,2,2,D,M Riley,6.0,14.0,1.0,2.0,0.0,0.0
3983,2003-2004_Middlesbrough_Man United,2003-2004,18,2003-12-28,Middlesbrough,Man United,0,1,A,M Messias,11.0,15.0,3.0,2.0,0.0,1.0
3984,2003-2004_Newcastle_Blackburn,2003-2004,18,2003-12-28,Newcastle,Blackburn,0,1,A,M Halsey,6.0,13.0,0.0,1.0,0.0,0.0
3985,2003-2004_Tottenham_Charlton,2003-2004,18,2003-12-28,Tottenham,Charlton,0,1,A,P Durkin,8.0,13.0,1.0,0.0,0.0,0.0
3986,2003-2004_Wolves_Leeds,2003-2004,18,2003-12-28,Wolves,Leeds,3,1,H,A D'Urso,11.0,14.0,1.0,4.0,0.0,1.0
3987,2003-2004_Southampton_Arsenal,2003-2004,18,2003-12-29,Southampton,Arsenal,0,1,A,S Dunn,14.0,10.0,1.0,0.0,0.0,0.0
3988,2003-2004_Aston Villa_Portsmouth,2003-2004,19,2004-01-06,Aston Villa,Portsmouth,2,1,H,J Winter,17.0,14.0,0.0,0.0,0.0,0.0
3989,2003-2004_Bolton_Man United,2003-2004,19,2004-01-07,Bolton,Man United,1,2,A,D Gallagher,4.0,8.0,2.0,0.0,0.0,0.0
3990,2003-2004_Chelsea_Liverpool,2003-2004,19,2004-01-07,Chelsea,Liverpool,0,1,A,S Dunn,15.0,9.0,0.0,2.0,0.0,1.0
3991,2003-2004_Everton_Arsenal,2003-2004,19,2004-01-07,Everton,Arsenal,1,1,D,A Wiley,13.0,16.0,0.0,3.0,0.0,0.0
3992,2003-2004_Man City_Charlton,2003-2004,19,2004-01-07,Man City,Charlton,1,1,D,P Walton,9.0,11.0,0.0,0.0,0.0,0.0
3993,2003-2004_Middlesbrough_Fulham,2003-2004,19,2004-01-07,Middlesbrough,Fulham,2,1,H,P Durkin,14.0,17.0,1.0,2.0,0.0,0.0
3994,2003-2004_Newcastle_Leeds,2003-2004,19,2004-01-07,Newcastle,Leeds,1,0,H,P Dowd,14.0,17.0,0.0,1.0,0.0,0.0
3995,2003-2004_Southampton_Leicester,2003-2004,19,2004-01-07,Southampton,Leicester,0,0,D,H Webb,12.0,15.0,2.0,1.0,0.0,0.0
3996,2003-2004_Tottenham_Birmingham,2003-2004,19,2004-01-07,Tottenham,Birmingham,4,1,H,B Knight,15.0,6.0,0.0,0.0,0.0,0.0
3997,2003-2004_Wolves_Blackburn,2003-2004,19,2004-01-07,Wolves,Blackburn,2,2,D,N Barry,13.0,20.0,1.0,1.0,0.0,0.0
3998,2003-2004_Arsenal_Middlesbrough,2003-2004,20,2004-01-10,Arsenal,Middlesbrough,4,1,H,A D'Urso,12.0,21.0,1.0,1.0,0.0,0.0
3999,2003-2004_Birmingham_Southampton,2003-2004,20,2004-01-10,Birmingham,Southampton,2,1,H,S Bennett,14.0,23.0,0.0,1.0,0.0,1.0
4000,2003-2004_Blackburn_Bolton,2003-2004,20,2004-01-10,Blackburn,Bolton,3,4,A,S Dunn,15.0,13.0,2.0,3.0,0.0,0.0
4001,2003-2004_Charlton_Wolves,2003-2004,20,2004-01-10,Charlton,Wolves,2,0,H,R Styles,6.0,12.0,1.0,3.0,0.0,0.0
4002,2003-2004_Fulham_Everton,2003-2004,20,2004-01-10,Fulham,Everton,2,1,H,G Poll,19.0,9.0,0.0,0.0,0.0,0.0
4003,2003-2004_Leeds_Tottenham,2003-2004,20,2004-01-10,Leeds,Tottenham,0,1,A,M Halsey,17.0,13.0,0.0,1.0,0.0,0.0
4004,2003-2004_Liverpool_Aston Villa,2003-2004,20,2004-01-10,Liverpool,Aston Villa,1,0,H,G Barber,14.0,15.0,3.0,2.0,0.0,0.0
4005,2003-2004_Portsmouth_Man City,2003-2004,20,2004-01-10,Portsmouth,Man City,4,2,H,M Messias,7.0,8.0,0.0,2.0,0.0,0.0
4006,2003-2004_Leicester_Chelsea,2003-2004,20,2004-01-11,Leicester,Chelsea,0,4,A,U Rennie,17.0,7.0,0.0,1.0,0.0,0.0
4007,2003-2004_Man United_Newcastle,2003-2004,20,2004-01-11,Man United,Newcastle,0,0,D,P Durkin,13.0,11.0,2.0,0.0,0.0,0.0
4008,2003-2004_Bolton_Portsmouth,2003-2004,21,2004-01-17,Bolton,Portsmouth,1,0,H,P Dowd,9.0,13.0,1.0,1.0,0.0,1.0
4009,2003-2004_Everton_Charlton,2003-2004,21,2004-01-17,Everton,Charlton,0,1,A,M Riley,6.0,14.0,4.0,2.0,0.0,0.0
4010,2003-2004_Man City_Blackburn,2003-2004,21,2004-01-17,Man City,Blackburn,1,1,D,M Dean,7.0,13.0,2.0,1.0,0.0,0.0
4011,2003-2004_Middlesbrough_Leicester,2003-2004,21,2004-01-17,Middlesbrough,Leicester,3,3,D,B Knight,15.0,12.0,2.0,5.0,0.0,0.0
4012,2003-2004_Southampton_Leeds,2003-2004,21,2004-01-17,Southampton,Leeds,2,1,H,A Wiley,16.0,8.0,1.0,1.0,0.0,0.0
4013,2003-2004_Tottenham_Liverpool,2003-2004,21,2004-01-17,Tottenham,Liverpool,2,1,H,U Rennie,18.0,9.0,1.0,1.0,0.0,0.0
4014,2003-2004_Wolves_Man United,2003-2004,21,2004-01-17,Wolves,Man United,1,0,H,A D'Urso,13.0,5.0,2.0,0.0,0.0,0.0
4015,2003-2004_Aston Villa_Arsenal,2003-2004,21,2004-01-18,Aston Villa,Arsenal,0,2,A,M Halsey,17.0,21.0,4.0,1.0,0.0,0.0
4016,2003-2004_Chelsea_Birmingham,2003-2004,21,2004-01-18,Chelsea,Birmingham,0,0,D,J Winter,13.0,8.0,2.0,2.0,0.0,0.0
4017,2003-2004_Newcastle_Fulham,2003-2004,21,2004-01-19,Newcastle,Fulham,3,1,H,N Barry,10.0,8.0,0.0,1.0,0.0,0.0
4018,2003-2004_Wolves_Liverpool,2003-2004,21,2004-01-21,Wolves,Liverpool,1,1,D,B Knight,14.0,16.0,2.0,1.0,0.0,0.0
4019,2003-2004_Birmingham_Newcastle,2003-2004,22,2004-01-31,Birmingham,Newcastle,1,1,D,R Styles,13.0,11.0,1.0,3.0,0.0,0.0
4020,2003-2004_Charlton_Bolton,2003-2004,22,2004-01-31,Charlton,Bolton,1,2,A,A D'Urso,9.0,9.0,0.0,0.0,0.0,0.0
4021,2003-2004_Fulham_Tottenham,2003-2004,22,2004-01-31,Fulham,Tottenham,2,1,H,M Messias,6.0,12.0,1.0,1.0,0.0,0.0
4022,2003-2004_Leeds_Middlesbrough,2003-2004,22,2004-01-31,Leeds,Middlesbrough,0,3,A,G Poll,14.0,6.0,1.0,1.0,1.0,0.0
4023,2003-2004_Leicester_Aston Villa,2003-2004,22,2004-01-31,Leicester,Aston Villa,0,5,A,J Winter,12.0,7.0,0.0,1.0,0.0,0.0
4024,2003-2004_Liverpool_Everton,2003-2004,22,2004-01-31,Liverpool,Everton,0,0,D,S Bennett,7.0,11.0,0.0,1.0,0.0,0.0
4025,2003-2004_Man United_Southampton,2003-2004,22,2004-01-31,Man United,Southampton,3,2,H,G Barber,9.0,11.0,0.0,2.0,0.0,0.0
4026,2003-2004_Portsmouth_Wolves,2003-2004,22,2004-01-31,Portsmouth,Wolves,0,0,D,H Webb,9.0,6.0,0.0,1.0,0.0,0.0
4027,2003-2004_Arsenal_Man City,2003-2004,22,2004-02-01,Arsenal,Man City,2,1,H,A Wiley,13.0,13.0,2.0,2.0,0.0,1.0
4028,2003-2004_Blackburn_Chelsea,2003-2004,22,2004-02-01,Blackburn,Chelsea,2,3,A,D Gallagher,9.0,14.0,2.0,0.0,0.0,0.0
4029,2003-2004_Aston Villa_Leeds,2003-2004,23,2004-02-07,Aston Villa,Leeds,2,0,H,U Rennie,15.0,16.0,2.0,2.0,0.0,0.0
4030,2003-2004_Bolton_Liverpool,2003-2004,23,2004-02-07,Bolton,Liverpool,2,2,D,A Wiley,15.0,15.0,3.0,2.0,0.0,0.0
4031,2003-2004_Everton_Man United,2003-2004,23,2004-02-07,Everton,Man United,3,4,A,N Barry,11.0,14.0,1.0,0.0,0.0,0.0
4032,2003-2004_Middlesbrough_Blackburn,2003-2004,23,2004-02-07,Middlesbrough,Blackburn,0,1,A,R Styles,6.0,12.0,0.0,1.0,0.0,0.0
4033,2003-2004_Newcastle_Leicester,2003-2004,23,2004-02-07,Newcastle,Leicester,3,1,H,S Dunn,17.0,11.0,1.0,2.0,0.0,0.0
4034,2003-2004_Southampton_Fulham,2003-2004,23,2004-02-07,Southampton,Fulham,0,0,D,A D'Urso,12.0,18.0,1.0,2.0,0.0,0.0
4035,2003-2004_Tottenham_Portsmouth,2003-2004,23,2004-02-07,Tottenham,Portsmouth,4,3,H,P Walton,16.0,13.0,1.0,0.0,0.0,0.0
4036,2003-2004_Wolves_Arsenal,2003-2004,23,2004-02-07,Wolves,Arsenal,1,3,A,P Dowd,18.0,18.0,2.0,1.0,0.0,0.0
4037,2003-2004_Chelsea_Charlton,2003-2004,23,2004-02-08,Chelsea,Charlton,1,0,H,S Bennett,9.0,17.0,2.0,0.0,0.0,0.0
4038,2003-2004_Man City_Birmingham,2003-2004,23,2004-02-08,Man City,Birmingham,0,0,D,P Durkin,11.0,10.0,0.0,1.0,0.0,0.0
4039,2003-2004_Arsenal_Southampton,2003-2004,24,2004-02-10,Arsenal,Southampton,2,0,H,N Barry,13.0,12.0,2.0,3.0,0.0,0.0
4040,2003-2004_Leeds_Wolves,2003-2004,24,2004-02-10,Leeds,Wolves,4,1,H,M Dean,15.0,14.0,1.0,2.0,0.0,0.0
4041,2003-2004_Leicester_Bolton,2003-2004,24,2004-02-10,Leicester,Bolton,1,1,D,U Rennie,16.0,13.0,1.0,2.0,0.0,0.0
4042,2003-2004_Birmingham_Everton,2003-2004,24,2004-02-11,Birmingham,Everton,3,0,H,M Halsey,10.0,14.0,1.0,0.0,0.0,0.0
4043,2003-2004_Blackburn_Newcastle,2003-2004,24,2004-02-11,Blackburn,Newcastle,1,1,D,M Messias,12.0,10.0,0.0,0.0,0.0,0.0
4044,2003-2004_Charlton_Tottenham,2003-2004,24,2004-02-11,Charlton,Tottenham,2,4,A,G Barber,13.0,14.0,3.0,0.0,0.0,0.0
4045,2003-2004_Fulham_Aston Villa,2003-2004,24,2004-02-11,Fulham,Aston Villa,1,2,A,B Knight,16.0,17.0,2.0,1.0,1.0,0.0
4046,2003-2004_Liverpool_Man City,2003-2004,24,2004-02-11,Liverpool,Man City,2,1,H,M Riley,7.0,8.0,0.0,0.0,0.0,0.0
4047,2003-2004_Man United_Middlesbrough,2003-2004,24,2004-02-11,Man United,Middlesbrough,2,3,A,P Durkin,13.0,17.0,1.0,1.0,0.0,0.0
4048,2003-2004_Portsmouth_Chelsea,2003-2004,24,2004-02-11,Portsmouth,Chelsea,0,2,A,G Poll,8.0,13.0,1.0,2.0,0.0,0.0
4049,2003-2004_Bolton_Man City,2003-2004,25,2004-02-21,Bolton,Man City,1,3,A,S Dunn,9.0,10.0,0.0,2.0,0.0,0.0
4050,2003-2004_Charlton_Blackburn,2003-2004,25,2004-02-21,Charlton,Blackburn,3,2,H,U Rennie,7.0,6.0,0.0,0.0,0.0,0.0
4051,2003-2004_Chelsea_Arsenal,2003-2004,25,2004-02-21,Chelsea,Arsenal,1,2,A,M Riley,16.0,18.0,4.0,2.0,1.0,0.0
4052,2003-2004_Man United_Leeds,2003-2004,25,2004-02-21,Man United,Leeds,1,1,D,M Halsey,12.0,17.0,1.0,2.0,0.0,0.0
4053,2003-2004_Newcastle_Middlesbrough,2003-2004,25,2004-02-21,Newcastle,Middlesbrough,2,1,H,G Poll,20.0,21.0,0.0,3.0,0.0,0.0
4054,2003-2004_Southampton_Everton,2003-2004,25,2004-02-21,Southampton,Everton,3,3,D,P Dowd,14.0,19.0,1.0,0.0,0.0,0.0
4055,2003-2004_Wolves_Fulham,2003-2004,25,2004-02-21,Wolves,Fulham,2,1,H,H Webb,13.0,16.0,1.0,0.0,0.0,0.0
4056,2003-2004_Aston Villa_Birmingham,2003-2004,25,2004-02-22,Aston Villa,Birmingham,2,2,D,J Winter,15.0,14.0,0.0,1.0,0.0,0.0
4057,2003-2004_Tottenham_Leicester,2003-2004,25,2004-02-22,Tottenham,Leicester,4,4,D,N Barry,9.0,14.0,0.0,2.0,0.0,1.0
4058,2003-2004_Arsenal_Charlton,2003-2004,26,2004-02-28,Arsenal,Charlton,2,1,H,G Barber,8.0,10.0,0.0,0.0,0.0,0.0
4059,2003-2004_Blackburn_Southampton,2003-2004,26,2004-02-28,Blackburn,Southampton,1,1,D,M Dean,10.0,8.0,1.0,1.0,0.0,0.0
4060,2003-2004_Everton_Aston Villa,2003-2004,26,2004-02-28,Everton,Aston Villa,2,0,H,M Messias,13.0,18.0,4.0,2.0,0.0,0.0
4061,2003-2004_Fulham_Man United,2003-2004,26,2004-02-28,Fulham,Man United,1,1,D,A Wiley,13.0,19.0,1.0,3.0,0.0,0.0
4062,2003-2004_Leicester_Wolves,2003-2004,26,2004-02-28,Leicester,Wolves,0,0,D,J Winter,7.0,9.0,0.0,1.0,0.0,0.0
4063,2003-2004_Man City_Chelsea,2003-2004,26,2004-02-28,Man City,Chelsea,0,1,A,R Styles,8.0,11.0,0.0,1.0,0.0,0.0
4064,2003-2004_Leeds_Liverpool,2003-2004,26,2004-02-29,Leeds,Liverpool,2,2,D,P Durkin,13.0,11.0,0.0,1.0,0.0,0.0
4065,2003-2004_Portsmouth_Newcastle,2003-2004,26,2004-02-29,Portsmouth,Newcastle,1,1,D,A D'Urso,9.0,9.0,2.0,2.0,0.0,0.0
4066,2003-2004_Birmingham_Middlesbrough,2003-2004,26,2004-03-03,Birmingham,Middlesbrough,3,1,H,R Styles,13.0,20.0,3.0,4.0,0.0,1.0
4067,2003-2004_Birmingham_Bolton,2003-2004,26,2004-03-06,Birmingham,Bolton,2,0,H,A D'Urso,10.0,15.0,1.0,1.0,0.0,0.0
4068,2003-2004_Middlesbrough_Tottenham,2003-2004,26,2004-03-09,Middlesbrough,Tottenham,1,0,H,A D'Urso,10.0,15.0,1.0,1.0,0.0,0.0
4069,2003-2004_Birmingham_Leicester,2003-2004,27,2004-03-13,Birmingham,Leicester,0,1,A,M Messias,12.0,26.0,1.0,2.0,0.0,0.0
4070,2003-2004_Blackburn_Arsenal,2003-2004,27,2004-03-13,Blackburn,Arsenal,0,2,A,A Wiley,12.0,11.0,1.0,1.0,0.0,0.0
4071,2003-2004_Bolton_Chelsea,2003-2004,27,2004-03-13,Bolton,Chelsea,0,2,A,G Poll,8.0,13.0,1.0,0.0,0.0,0.0
4072,2003-2004_Charlton_Middlesbrough,2003-2004,27,2004-03-13,Charlton,Middlesbrough,1,0,H,M Dean,13.0,9.0,0.0,0.0,0.0,0.0
4073,2003-2004_Everton_Portsmouth,2003-2004,27,2004-03-13,Everton,Portsmouth,1,0,H,N Barry,10.0,12.0,0.0,2.0,0.0,0.0
4074,2003-2004_Fulham_Leeds,2003-2004,27,2004-03-13,Fulham,Leeds,2,0,H,S Dunn,14.0,13.0,4.0,3.0,0.0,0.0
4075,2003-2004_Man City_Man United,2003-2004,27,2004-03-14,Man City,Man United,4,1,H,S Bennett,18.0,14.0,1.0,2.0,0.0,0.0
4076,2003-2004_Southampton_Liverpool,2003-2004,27,2004-03-14,Southampton,Liverpool,2,0,H,D Gallagher,20.0,8.0,3.0,1.0,0.0,0.0
4077,2003-2004_Tottenham_Newcastle,2003-2004,27,2004-03-14,Tottenham,Newcastle,1,0,H,H Webb,13.0,13.0,0.0,0.0,0.0,0.0
4078,2003-2004_Wolves_Aston Villa,2003-2004,27,2004-03-14,Wolves,Aston Villa,0,4,A,P Durkin,10.0,14.0,1.0,2.0,0.0,0.0
4079,2003-2004_Liverpool_Portsmouth,2003-2004,27,2004-03-17,Liverpool,Portsmouth,3,0,H,B Knight,9.0,20.0,0.0,1.0,0.0,0.0
4080,2003-2004_Arsenal_Bolton,2003-2004,28,2004-03-20,Arsenal,Bolton,2,1,H,G Barber,12.0,14.0,1.0,2.0,0.0,0.0
4081,2003-2004_Aston Villa_Blackburn,2003-2004,28,2004-03-20,Aston Villa,Blackburn,0,2,A,A D'Urso,11.0,14.0,0.0,2.0,0.0,0.0
4082,2003-2004_Chelsea_Fulham,2003-2004,28,2004-03-20,Chelsea,Fulham,2,1,H,N Barry,12.0,13.0,1.0,2.0,0.0,0.0
4083,2003-2004_Leicester_Everton,2003-2004,28,2004-03-20,Leicester,Everton,1,1,D,B Knight,12.0,21.0,1.0,5.0,0.0,1.0
4084,2003-2004_Liverpool_Wolves,2003-2004,28,2004-03-20,Liverpool,Wolves,1,0,H,R Styles,5.0,12.0,0.0,1.0,0.0,0.0
4085,2003-2004_Man United_Tottenham,2003-2004,28,2004-03-20,Man United,Tottenham,3,0,H,D Gallagher,14.0,10.0,1.0,1.0,0.0,0.0
4086,2003-2004_Middlesbrough_Birmingham,2003-2004,28,2004-03-20,Middlesbrough,Birmingham,5,3,H,U Rennie,11.0,13.0,2.0,0.0,0.0,0.0
4087,2003-2004_Newcastle_Charlton,2003-2004,28,2004-03-20,Newcastle,Charlton,3,1,H,M Riley,11.0,12.0,0.0,2.0,0.0,0.0
4088,2003-2004_Portsmouth_Southampton,2003-2004,28,2004-03-21,Portsmouth,Southampton,1,0,H,M Halsey,16.0,12.0,0.0,2.0,0.0,0.0
4089,2003-2004_Leeds_Man City,2003-2004,28,2004-03-22,Leeds,Man City,2,1,H,A Wiley,13.0,14.0,2.0,1.0,0.0,1.0
4090,2003-2004_Birmingham_Leeds,2003-2004,29,2004-03-27,Birmingham,Leeds,4,1,H,M Halsey,11.0,18.0,0.0,1.0,0.0,0.0
4091,2003-2004_Blackburn_Portsmouth,2003-2004,29,2004-03-27,Blackburn,Portsmouth,1,2,A,P Durkin,11.0,10.0,0.0,0.0,0.0,0.0
4092,2003-2004_Charlton_Aston Villa,2003-2004,29,2004-03-27,Charlton,Aston Villa,1,2,A,B Knight,11.0,14.0,1.0,1.0,0.0,0.0
4093,2003-2004_Chelsea_Wolves,2003-2004,29,2004-03-27,Chelsea,Wolves,5,2,H,G Barber,6.0,12.0,0.0,2.0,0.0,0.0
4094,2003-2004_Everton_Middlesbrough,2003-2004,29,2004-03-27,Everton,Middlesbrough,1,1,D,S Bennett,16.0,13.0,0.0,2.0,0.0,0.0
4095,2003-2004_Man City_Fulham,2003-2004,29,2004-03-27,Man City,Fulham,0,0,D,J Winter,12.0,10.0,1.0,0.0,0.0,0.0
4096,2003-2004_Southampton_Tottenham,2003-2004,29,2004-03-27,Southampton,Tottenham,1,0,H,C Foy,8.0,16.0,0.0,2.0,0.0,0.0
4097,2003-2004_Arsenal_Man United,2003-2004,29,2004-03-28,Arsenal,Man United,1,1,D,G Poll,15.0,18.0,1.0,1.0,0.0,0.0
4098,2003-2004_Bolton_Newcastle,2003-2004,29,2004-03-28,Bolton,Newcastle,1,0,H,M Dean,11.0,10.0,1.0,2.0,0.0,0.0
4099,2003-2004_Leicester_Liverpool,2003-2004,29,2004-03-28,Leicester,Liverpool,0,0,D,P Dowd,15.0,20.0,4.0,3.0,0.0,0.0
4100,2003-2004_Fulham_Birmingham,2003-2004,30,2004-04-03,Fulham,Birmingham,0,0,D,M Riley,24.0,22.0,4.0,2.0,0.0,0.0
4101,2003-2004_Middlesbrough_Bolton,2003-2004,30,2004-04-03,Middlesbrough,Bolton,2,0,H,N Barry,13.0,15.0,2.0,2.0,0.0,0.0
4102,2003-2004_Newcastle_Everton,2003-2004,30,2004-04-03,Newcastle,Everton,4,2,H,D Gallagher,11.0,7.0,0.0,0.0,0.0,0.0
4103,2003-2004_Tottenham_Chelsea,2003-2004,30,2004-04-03,Tottenham,Chelsea,0,1,A,S Bennett,10.0,10.0,2.0,0.0,0.0,0.0
4104,2003-2004_Wolves_Southampton,2003-2004,30,2004-04-03,Wolves,Southampton,1,4,A,M Halsey,12.0,8.0,2.0,1.0,0.0,0.0
4105,2003-2004_Aston Villa_Man City,2003-2004,30,2004-04-04,Aston Villa,Man City,1,1,D,U Rennie,13.0,13.0,1.0,2.0,0.0,0.0
4106,2003-2004_Liverpool_Blackburn,2003-2004,30,2004-04-04,Liverpool,Blackburn,4,0,H,J Winter,8.0,10.0,0.0,1.0,0.0,0.0
4107,2003-2004_Leeds_Leicester,2003-2004,30,2004-04-05,Leeds,Leicester,3,2,H,M Dean,19.0,14.0,2.0,1.0,1.0,0.0
4108,2003-2004_Arsenal_Liverpool,2003-2004,31,2004-04-09,Arsenal,Liverpool,4,2,H,A Wiley,16.0,9.0,3.0,1.0,0.0,0.0
4109,2003-2004_Everton_Tottenham,2003-2004,31,2004-04-09,Everton,Tottenham,3,1,H,R Styles,9.0,14.0,0.0,3.0,0.0,1.0
4110,2003-2004_Birmingham_Man United,2003-2004,31,2004-04-10,Birmingham,Man United,1,2,A,D Gallagher,11.0,10.0,0.0,0.0,0.0,0.0
4111,2003-2004_Blackburn_Leeds,2003-2004,31,2004-04-10,Blackburn,Leeds,1,2,A,S Dunn,14.0,13.0,2.0,2.0,0.0,0.0
4112,2003-2004_Bolton_Aston Villa,2003-2004,31,2004-04-10,Bolton,Aston Villa,2,2,D,M Messias,10.0,12.0,1.0,3.0,0.0,0.0
4113,2003-2004_Charlton_Portsmouth,2003-2004,31,2004-04-10,Charlton,Portsmouth,1,1,D,A D'Urso,14.0,8.0,1.0,1.0,0.0,0.0
4114,2003-2004_Chelsea_Middlesbrough,2003-2004,31,2004-04-10,Chelsea,Middlesbrough,0,0,D,M Halsey,10.0,8.0,1.0,1.0,0.0,0.0
4115,2003-2004_Leicester_Fulham,2003-2004,31,2004-04-10,Leicester,Fulham,0,2,A,P Walton,13.0,15.0,2.0,0.0,0.0,0.0
4116,2003-2004_Man City_Wolves,2003-2004,31,2004-04-10,Man City,Wolves,3,3,D,J Winter,9.0,12.0,0.0,1.0,0.0,0.0
4117,2003-2004_Newcastle_Arsenal,2003-2004,31,2004-04-11,Newcastle,Arsenal,0,0,D,P Durkin,14.0,12.0,0.0,1.0,0.0,0.0
4118,2003-2004_Aston Villa_Chelsea,2003-2004,31,2004-04-12,Aston Villa,Chelsea,3,2,H,J Winter,8.0,14.0,0.0,1.0,0.0,0.0
4119,2003-2004_Fulham_Blackburn,2003-2004,31,2004-04-12,Fulham,Blackburn,3,4,A,M Dean,12.0,14.0,0.0,0.0,0.0,0.0
4120,2003-2004_Liverpool_Charlton,2003-2004,31,2004-04-12,Liverpool,Charlton,0,1,A,P Dowd,12.0,17.0,1.0,0.0,0.0,0.0
4121,2003-2004_Middlesbrough_Southampton,2003-2004,31,2004-04-12,Middlesbrough,Southampton,3,1,H,D Gallagher,11.0,14.0,0.0,0.0,0.0,0.0
4122,2003-2004_Portsmouth_Birmingham,2003-2004,31,2004-04-12,Portsmouth,Birmingham,3,1,H,B Knight,19.0,11.0,1.0,2.0,0.0,1.0
4123,2003-2004_Tottenham_Man City,2003-2004,31,2004-04-12,Tottenham,Man City,1,1,D,C Foy,10.0,21.0,1.0,1.0,0.0,0.0
4124,2003-2004_Wolves_Bolton,2003-2004,31,2004-04-12,Wolves,Bolton,1,2,A,U Rennie,12.0,11.0,2.0,1.0,0.0,0.0
4125,2003-2004_Leeds_Everton,2003-2004,31,2004-04-13,Leeds,Everton,1,1,D,P Durkin,12.0,12.0,2.0,1.0,0.0,0.0
4126,2003-2004_Man United_Leicester,2003-2004,31,2004-04-13,Man United,Leicester,1,0,H,M Halsey,11.0,11.0,0.0,3.0,0.0,0.0
4127,2003-2004_Arsenal_Leeds,2003-2004,32,2004-04-16,Arsenal,Leeds,5,0,H,D Gallagher,10.0,10.0,0.0,0.0,0.0,0.0
4128,2003-2004_Blackburn_Leicester,2003-2004,32,2004-04-17,Blackburn,Leicester,1,0,H,R Styles,16.0,14.0,2.0,1.0,0.0,0.0
4129,2003-2004_Bolton_Tottenham,2003-2004,32,2004-04-17,Bolton,Tottenham,2,0,H,J Winter,18.0,21.0,1.0,2.0,0.0,0.0
4130,2003-2004_Charlton_Birmingham,2003-2004,32,2004-04-17,Charlton,Birmingham,1,1,D,C Foy,14.0,9.0,1.0,0.0,0.0,0.0
4131,2003-2004_Chelsea_Everton,2003-2004,32,2004-04-17,Chelsea,Everton,0,0,D,G Poll,11.0,10.0,0.0,0.0,0.0,0.0
4132,2003-2004_Liverpool_Fulham,2003-2004,32,2004-04-17,Liverpool,Fulham,0,0,D,S Bennett,16.0,10.0,0.0,3.0,0.0,0.0
4133,2003-2004_Man City_Southampton,2003-2004,32,2004-04-17,Man City,Southampton,1,3,A,G Barber,11.0,9.0,1.0,1.0,0.0,0.0
4134,2003-2004_Portsmouth_Man United,2003-2004,32,2004-04-17,Portsmouth,Man United,1,0,H,N Barry,14.0,8.0,2.0,1.0,0.0,0.0
4135,2003-2004_Wolves_Middlesbrough,2003-2004,32,2004-04-17,Wolves,Middlesbrough,2,0,H,A D'Urso,10.0,10.0,1.0,2.0,0.0,0.0
4136,2003-2004_Aston Villa_Newcastle,2003-2004,32,2004-04-18,Aston Villa,Newcastle,0,0,D,B Knight,17.0,13.0,1.0,4.0,0.0,1.0
4137,2003-2004_Man United_Charlton,2003-2004,32,2004-04-20,Man United,Charlton,2,0,H,S Dunn,10.0,8.0,0.0,1.0,0.0,0.0
4138,2003-2004_Everton_Blackburn,2003-2004,33,2004-04-24,Everton,Blackburn,0,1,A,P Dowd,8.0,22.0,0.0,4.0,0.0,0.0
4139,2003-2004_Fulham_Charlton,2003-2004,33,2004-04-24,Fulham,Charlton,2,0,H,M Messias,15.0,13.0,1.0,1.0,0.0,0.0
4140,2003-2004_Leicester_Man City,2003-2004,33,2004-04-24,Leicester,Man City,1,1,D,A D'Urso,13.0,14.0,1.0,1.0,0.0,0.0
4141,2003-2004_Man United_Liverpool,2003-2004,33,2004-04-24,Man United,Liverpool,0,1,A,M Riley,19.0,15.0,2.0,1.0,0.0,0.0
4142,2003-2004_Middlesbrough_Aston Villa,2003-2004,33,2004-04-24,Middlesbrough,Aston Villa,1,2,A,G Barber,12.0,15.0,0.0,1.0,0.0,1.0
4143,2003-2004_Southampton_Bolton,2003-2004,33,2004-04-24,Southampton,Bolton,1,2,A,S Dunn,13.0,16.0,4.0,3.0,0.0,0.0
